,ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year
6858,57.0,43.0,-15.0,1355.0,1410,1300,70.0,,0,0.0,2,11,-2.0,1258.0,GSO,239.0,0,1786,0.0,1,0.0,IAD,0.0,N703BR,3.0,11.0,DH,0.0,2005
6874,70.0,49.0,-14.0,1654.0,1708,1545,83.0,,0,0.0,1,31,-1.0,1544.0,CLE,288.0,0,1841,0.0,1,0.0,IAD,0.0,N688BR,5.0,16.0,DH,0.0,2005
6906,63.0,51.0,-23.0,756.0,819,700,79.0,,0,0.0,7,2,-7.0,653.0,BDL,326.0,0,1737,0.0,1,0.0,IAD,0.0,N647BR,2.0,10.0,DH,0.0,2005
7074,56.0,36.0,61.0,2044.0,1943,1835,68.0,,0,61.0,1,17,73.0,1948.0,PIT,183.0,0,1226,0.0,1,0.0,IAD,0.0,N657BR,6.0,13.0,DH,0.0,2005
7165,103.0,81.0,0.0,904.0,904,725,99.0,,0,0.0,3,12,-4.0,721.0,SDF,451.0,0,1238,0.0,1,0.0,IAD,0.0,N654BR,4.0,18.0,DH,0.0,2005
7191,125.0,105.0,-16.0,1630.0,1646,1429,137.0,,0,0.0,3,12,-4.0,1425.0,MCO,758.0,0,1555,0.0,1,0.0,IAD,0.0,N493UA,5.0,15.0,UA,0.0,2005
7207,64.0,48.0,-21.0,2134.0,2155,2040,75.0,,0,0.0,3,5,-10.0,2030.0,BUF,284.0,0,1298,0.0,1,0.0,IAD,0.0,N705BR,2.0,14.0,DH,0.0,2005
7208,344.0,311.0,2.0,2012.0,2010,1726,344.0,,0,0.0,2,25,2.0,1728.0,LAX,2288.0,0,362,0.0,1,0.0,IAD,0.0,N801AW,5.0,28.0,HP,0.0,2005
7221,120.0,94.0,64.0,1829.0,1725,1525,120.0,,0,0.0,1,31,64.0,1629.0,ATL,533.0,0,1204,0.0,1,64.0,IAD,0.0,N630BR,7.0,19.0,DH,0.0,2005
7277,124.0,100.0,11.0,1921.0,1910,1755,135.0,,0,0.0,5,14,22.0,1817.0,ORD,589.0,0,1172,0.0,1,0.0,IAD,0.0,N688BR,12.0,12.0,DH,0.0,2005
7391,59.0,34.0,-18.0,1652.0,1710,1600,70.0,,0,0.0,5,7,-7.0,1553.0,PIT,183.0,0,1225,0.0,1,0.0,IAD,0.0,N641BR,5.0,19.0,DH,0.0,2005
7435,302.0,279.0,62.0,2113.0,2011,1705,306.0,,0,12.0,6,1,66.0,1811.0,PHX,1956.0,0,233,50.0,1,0.0,IAD,0.0,N451UA,7.0,16.0,UA,0.0,2005
7474,80.0,49.0,1.0,1054.0,1053,940,73.0,,0,0.0,6,15,-6.0,934.0,CMH,299.0,0,1490,0.0,1,0.0,IAD,0.0,N647BR,3.0,27.0,DH,0.0,2005
7528,81.0,53.0,30.0,1920.0,1850,1720,90.0,,0,0.0,5,14,39.0,1759.0,CLE,288.0,0,1845,30.0,1,0.0,IAD,0.0,N641BR,5.0,23.0,DH,0.0,2005
7552,89.0,52.0,28.0,1153.0,1125,1000,85.0,,0,0.0,3,19,24.0,1024.0,HPN,247.0,0,1744,25.0,1,3.0,IAD,0.0,N703BR,2.0,34.0,DH,0.0,2005
7606,135.0,93.0,-5.0,1905.0,1910,1755,135.0,,0,0.0,7,23,-5.0,1750.0,ORD,589.0,0,1172,0.0,1,0.0,IAD,0.0,N675BR,6.0,36.0,DH,0.0,2005
7616,151.0,131.0,-5.0,839.0,844,611,153.0,,0,0.0,4,6,-3.0,608.0,MIA,921.0,0,971,0.0,1,0.0,IAD,0.0,N3AYAA,9.0,11.0,AA,0.0,2005
7678,148.0,124.0,-16.0,1933.0,1949,1705,164.0,,0,0.0,4,20,0.0,1705.0,FLL,901.0,0,1471,0.0,1,0.0,IAD,0.0,N480UA,5.0,19.0,UA,0.0,2005
7829,355.0,318.0,0.0,2047.0,2047,1750,357.0,,0,0.0,4,6,2.0,1752.0,SFO,2419.0,0,951,0.0,1,0.0,IAD,0.0,N524UA,8.0,29.0,UA,0.0,2005
7845,107.0,31.0,84.0,2051.0,1927,1820,67.0,,0,42.0,3,19,44.0,1904.0,ORF,157.0,0,1763,3.0,1,39.0,IAD,0.0,N632BR,3.0,72.0,DH,0.0,2005
7977,83.0,59.0,9.0,2338.0,2329,2155,94.0,,0,0.0,1,17,20.0,2215.0,BOS,413.0,0,804,0.0,1,0.0,IAD,0.0,N620UA,3.0,21.0,UA,0.0,2005
8105,103.0,71.0,88.0,1559.0,1431,1255,96.0,,0,0.0,7,30,81.0,1416.0,SDF,451.0,0,1572,81.0,1,7.0,IAD,0.0,N678BR,6.0,26.0,DH,0.0,2005
8124,110.0,83.0,11.0,1907.0,1856,1700,116.0,,0,0.0,5,28,17.0,1717.0,ATL,533.0,0,1556,0.0,1,0.0,IAD,0.0,N916DL,14.0,13.0,DL,0.0,2005
8200,349.0,331.0,-18.0,1308.0,1326,1020,366.0,,0,0.0,2,4,-1.0,1019.0,SFO,2419.0,0,223,0.0,1,0.0,IAD,0.0,N847UA,4.0,14.0,UA,0.0,2005
8215,77.0,50.0,-7.0,1547.0,1554,1430,84.0,,0,0.0,6,29,0.0,1430.0,EWR,213.0,0,1019,0.0,1,0.0,IAD,0.0,N641BR,5.0,21.0,DH,0.0,2005
8275,,,,,1305,1145,80.0,B,1,0.0,6,22,,,SYR,296.0,0,1553,0.0,1,0.0,IAD,0.0,N678BR,0.0,0.0,DH,0.0,2005
8349,150.0,101.0,124.0,1929.0,1725,1525,120.0,,0,0.0,6,22,94.0,1659.0,ATL,533.0,0,1204,0.0,1,124.0,IAD,0.0,N672BR,5.0,44.0,DH,0.0,2005
8412,111.0,85.0,-1.0,1745.0,1746,1555,111.0,,0,0.0,2,4,-1.0,1554.0,IND,476.0,0,1591,0.0,1,0.0,IAD,0.0,N649BR,7.0,19.0,DH,0.0,2005
8437,133.0,98.0,8.0,1808.0,1800,1550,130.0,,0,0.0,7,2,5.0,1555.0,MCO,758.0,0,3,0.0,1,0.0,IAD,0.0,N803BR,16.0,19.0,DH,0.0,2005
8443,94.0,70.0,9.0,1609.0,1600,1425,95.0,,0,0.0,4,27,10.0,1435.0,PWM,494.0,0,1263,0.0,1,0.0,IAD,0.0,N632BR,3.0,21.0,DH,0.0,2005
8462,111.0,83.0,5.0,1958.0,1953,1755,118.0,,0,0.0,4,27,12.0,1807.0,ATL,533.0,0,1208,0.0,1,0.0,IAD,0.0,N642BR,4.0,24.0,DH,0.0,2005
8556,104.0,78.0,4.0,940.0,936,845,111.0,,0,0.0,7,23,11.0,856.0,BNA,542.0,0,1807,0.0,1,0.0,IAD,0.0,N652BR,3.0,22.0,DH,0.0,2005
8573,242.0,222.0,5.0,758.0,753,600,233.0,,0,0.0,1,3,-4.0,556.0,DEN,1452.0,0,561,0.0,1,0.0,IAD,0.0,N565UA,7.0,13.0,UA,0.0,2005
8589,97.0,70.0,4.0,1027.0,1023,850,93.0,,0,0.0,5,28,0.0,850.0,BOS,413.0,0,860,0.0,1,0.0,IAD,0.0,N812UA,6.0,21.0,UA,0.0,2005
8591,103.0,56.0,11.0,1034.0,1023,855,88.0,,0,0.0,7,9,-4.0,851.0,CLT,321.0,0,1436,0.0,1,0.0,IAD,0.0,N650BR,2.0,45.0,DH,0.0,2005
8625,72.0,48.0,-14.0,1711.0,1725,1600,85.0,,0,0.0,7,16,-1.0,1559.0,JFK,228.0,0,1090,0.0,1,0.0,IAD,0.0,N668BR,5.0,19.0,DH,0.0,2005
8627,351.0,328.0,9.0,1924.0,1915,1635,340.0,,0,0.0,7,2,-2.0,1633.0,LAX,2288.0,0,195,0.0,1,0.0,IAD,0.0,N443UA,4.0,19.0,UA,0.0,2005
8749,108.0,89.0,69.0,1419.0,1310,1215,115.0,,0,0.0,4,20,76.0,1331.0,HSV,595.0,0,1431,69.0,1,0.0,IAD,0.0,N664BR,4.0,15.0,DH,0.0,2005
8803,105.0,83.0,2.0,906.0,904,725,99.0,,0,0.0,2,11,-4.0,721.0,SDF,451.0,0,1238,0.0,1,0.0,IAD,0.0,N692BR,4.0,18.0,DH,0.0,2005
8834,161.0,103.0,25.0,1134.0,1109,855,134.0,,0,0.0,7,9,-2.0,853.0,MCO,758.0,0,7,0.0,1,25.0,IAD,0.0,N804BR,4.0,53.0,DH,0.0,2005
8866,82.0,66.0,-14.0,1538.0,1552,1420,92.0,,0,0.0,7,16,-4.0,1416.0,BOS,413.0,0,1129,0.0,1,0.0,IAD,0.0,N648BR,5.0,11.0,DH,0.0,2005
8933,54.0,40.0,-12.0,819.0,831,730,61.0,,0,0.0,7,16,-5.0,725.0,PIT,183.0,0,1220,0.0,1,0.0,IAD,0.0,N659BR,4.0,10.0,DH,0.0,2005
8999,96.0,60.0,23.0,2318.0,2255,2130,85.0,,0,0.0,5,21,12.0,2142.0,SWF,251.0,0,1922,13.0,1,10.0,IAD,0.0,N644BR,4.0,32.0,DH,0.0,2005
9004,335.0,133.0,0.0,2359.0,2359,2105,354.0,,0,0.0,3,5,19.0,2124.0,SMF,2358.0,0,323,0.0,1,0.0,IAD,0.0,N520JB,4.0,18.0,B6,0.0,2005
9065,,,,,1559,1435,84.0,B,1,0.0,7,23,,,BDL,326.0,0,1740,0.0,1,0.0,IAD,0.0,N687BR,0.0,0.0,DH,0.0,2005
9085,101.0,78.0,-21.0,802.0,823,630,113.0,,0,0.0,6,1,-9.0,621.0,ATL,533.0,0,65,0.0,1,0.0,IAD,0.0,N959AT,10.0,13.0,FL,0.0,2005
9129,97.0,75.0,-2.0,1057.0,1059,920,99.0,,0,0.0,1,17,0.0,920.0,CHS,441.0,0,1620,0.0,1,0.0,IAD,0.0,N655BR,7.0,15.0,DH,0.0,2005
9158,88.0,71.0,-13.0,1308.0,1321,1145,96.0,,0,0.0,3,12,-5.0,1140.0,PWM,494.0,0,1262,0.0,1,0.0,IAD,0.0,N683BR,3.0,14.0,DH,0.0,2005
9205,135.0,105.0,8.0,1024.0,1016,915,121.0,,0,0.0,1,10,-6.0,909.0,ORD,589.0,0,1156,0.0,1,0.0,IAD,0.0,N702BR,8.0,22.0,DH,0.0,2005
9228,75.0,56.0,-6.0,1524.0,1530,1405,85.0,,0,0.0,4,27,4.0,1409.0,CLT,321.0,0,1439,0.0,1,0.0,IAD,0.0,N676BR,3.0,16.0,DH,0.0,2005
9306,,,,,1801,1622,99.0,B,1,0.0,6,22,,,DTW,383.0,0,1409,0.0,1,0.0,IAD,0.0,N750NW,0.0,0.0,NW,0.0,2005
9339,339.0,139.0,-16.0,914.0,930,630,360.0,,0,0.0,5,28,5.0,635.0,OAK,2408.0,0,315,0.0,1,0.0,IAD,0.0,N508JB,5.0,15.0,B6,0.0,2005
9350,121.0,89.0,9.0,1746.0,1737,1645,112.0,,0,0.0,7,30,0.0,1645.0,BNA,542.0,0,1810,0.0,1,0.0,IAD,0.0,N643BR,2.0,30.0,DH,0.0,2005
9430,97.0,75.0,3.0,1952.0,1949,1809,100.0,,0,0.0,7,23,6.0,1815.0,CVG,388.0,0,5803,0.0,1,0.0,IAD,0.0,N442CA,2.0,20.0,OH,0.0,2005
9436,106.0,66.0,30.0,837.0,807,655,72.0,,0,0.0,1,3,-4.0,651.0,CLE,288.0,0,3366,0.0,1,30.0,IAD,0.0,N41104,7.0,33.0,XE,0.0,2005
9457,86.0,57.0,26.0,2344.0,2318,2140,98.0,,0,0.0,1,3,38.0,2218.0,BOS,413.0,0,30,26.0,1,0.0,IAD,0.0,N803BR,10.0,18.0,DH,0.0,2005
9461,66.0,51.0,-23.0,1748.0,1811,1645,86.0,,0,0.0,2,4,-3.0,1642.0,ALB,325.0,0,1568,0.0,1,0.0,IAD,0.0,N703BR,3.0,12.0,DH,0.0,2005
9489,120.0,104.0,-2.0,1523.0,1525,1415,130.0,,0,0.0,2,4,8.0,1423.0,ORD,589.0,0,1166,0.0,1,0.0,IAD,0.0,N685BR,4.0,12.0,DH,0.0,2005
9495,248.0,221.0,7.0,1641.0,1634,1427,247.0,,0,0.0,3,12,6.0,1433.0,DEN,1452.0,0,517,0.0,1,0.0,IAD,0.0,N339UA,7.0,20.0,UA,0.0,2005
9516,229.0,208.0,100.0,107.0,2327,2125,242.0,,0,0.0,3,19,113.0,2318.0,DEN,1452.0,0,933,94.0,1,0.0,IAD,0.0,N328UA,6.0,15.0,UA,6.0,2005
9654,92.0,71.0,39.0,2031.0,1952,1815,97.0,,0,0.0,1,17,44.0,1859.0,TYS,419.0,0,1505,39.0,1,0.0,IAD,0.0,N701BR,5.0,15.0,DH,0.0,2005
9698,121.0,100.0,6.0,731.0,725,530,115.0,,0,0.0,6,22,0.0,530.0,JAX,631.0,0,5427,0.0,1,0.0,IAD,0.0,N821CA,5.0,16.0,OH,0.0,2005
9783,233.0,201.0,-3.0,1031.0,1034,840,234.0,,0,0.0,3,26,-2.0,838.0,DEN,1452.0,0,301,0.0,1,0.0,IAD,0.0,N781UA,8.0,24.0,UA,0.0,2005
9823,109.0,75.0,10.0,1109.0,1059,920,99.0,,0,0.0,1,31,0.0,920.0,CHS,441.0,0,1620,0.0,1,0.0,IAD,0.0,N690BR,5.0,29.0,DH,0.0,2005
9864,61.0,42.0,-19.0,741.0,800,650,70.0,,0,0.0,3,26,-10.0,640.0,EWR,213.0,0,3455,0.0,1,0.0,IAD,0.0,N14972,10.0,9.0,XE,0.0,2005
9877,362.0,324.0,15.0,1132.0,1117,830,347.0,,0,0.0,5,14,0.0,830.0,SEA,2306.0,0,217,0.0,1,15.0,IAD,0.0,N842UA,2.0,36.0,UA,0.0,2005
10001,112.0,80.0,6.0,1807.0,1801,1622,99.0,,0,0.0,1,10,-7.0,1615.0,DTW,383.0,0,1409,0.0,1,0.0,IAD,0.0,N750NW,6.0,26.0,NW,0.0,2005
10016,99.0,72.0,5.0,1954.0,1949,1809,100.0,,0,0.0,2,18,6.0,1815.0,CVG,388.0,0,5803,0.0,1,0.0,IAD,0.0,N964CA,3.0,24.0,OH,0.0,2005
10028,355.0,151.0,19.0,959.0,940,700,340.0,,0,4.0,1,10,4.0,704.0,LGB,2277.0,0,311,0.0,1,15.0,IAD,0.0,N592JB,6.0,18.0,B6,0.0,2005
10030,80.0,53.0,7.0,1510.0,1503,1350,73.0,,0,0.0,4,20,0.0,1350.0,CMH,299.0,0,1492,0.0,1,0.0,IAD,0.0,N693BR,7.0,19.0,DH,0.0,2005
10129,67.0,46.0,49.0,2201.0,2112,1945,87.0,,0,49.0,3,19,69.0,2054.0,CLT,321.0,0,1141,0.0,1,0.0,IAD,0.0,N649BR,4.0,17.0,DH,0.0,2005
10227,69.0,41.0,-7.0,833.0,840,730,70.0,,0,0.0,2,4,-6.0,724.0,EWR,213.0,0,3420,0.0,1,0.0,IAD,0.0,N13935,9.0,19.0,XE,0.0,2005
10257,365.0,328.0,-1.0,2030.0,2031,1730,361.0,,0,0.0,3,12,-5.0,1725.0,OAK,2408.0,0,235,0.0,1,0.0,IAD,0.0,N816UA,6.0,31.0,UA,0.0,2005
10307,103.0,86.0,-6.0,840.0,846,755,111.0,,0,0.0,1,3,2.0,757.0,BNA,542.0,0,1807,0.0,1,0.0,IAD,0.0,N677BR,5.0,12.0,DH,0.0,2005
10339,356.0,335.0,5.0,1001.0,956,650,366.0,,0,0.0,4,6,15.0,705.0,SFO,2419.0,0,837,0.0,1,0.0,IAD,0.0,N824UA,3.0,18.0,UA,0.0,2005
10353,,,,,1442,1235,247.0,A,1,0.0,1,17,,,DEN,1452.0,0,354,0.0,1,0.0,IAD,0.0,000000,0.0,0.0,UA,0.0,2005
10413,54.0,38.0,-11.0,1819.0,1830,1720,70.0,,0,0.0,7,23,5.0,1725.0,GSO,239.0,0,1787,0.0,1,0.0,IAD,0.0,N682BR,4.0,12.0,DH,0.0,2005
10431,79.0,59.0,-10.0,1115.0,1125,950,95.0,,0,0.0,1,17,6.0,956.0,BOS,413.0,0,1119,0.0,1,0.0,IAD,0.0,N672BR,6.0,14.0,DH,0.0,2005
10461,126.0,99.0,16.0,1032.0,1016,915,121.0,,0,12.0,4,27,11.0,926.0,ORD,589.0,0,1156,0.0,1,4.0,IAD,0.0,N643BR,11.0,16.0,DH,0.0,2005
10594,102.0,72.0,-6.0,2024.0,2030,1845,105.0,,0,0.0,7,30,-3.0,1842.0,CHS,441.0,0,1624,0.0,1,0.0,IAD,0.0,N692BR,6.0,24.0,DH,0.0,2005
10607,75.0,45.0,-4.0,1621.0,1625,1500,85.0,,0,0.0,1,3,6.0,1506.0,JFK,228.0,0,1088,0.0,1,0.0,IAD,0.0,N664BR,10.0,20.0,DH,0.0,2005
10708,94.0,75.0,-9.0,1230.0,1239,1100,99.0,,0,0.0,4,20,-4.0,1056.0,CHS,441.0,0,1621,0.0,1,0.0,IAD,0.0,N665BR,5.0,14.0,DH,0.0,2005
10720,88.0,63.0,-8.0,1707.0,1715,1545,90.0,,0,0.0,2,18,-6.0,1539.0,SWF,251.0,0,1920,0.0,1,0.0,IAD,0.0,N659BR,4.0,21.0,DH,0.0,2005
10760,87.0,64.0,12.0,1113.0,1101,930,91.0,,0,0.0,4,6,16.0,946.0,MHT,418.0,0,1866,0.0,1,0.0,IAD,0.0,N642BR,4.0,19.0,DH,0.0,2005
10941,352.0,151.0,-13.0,2327.0,2340,2045,355.0,,0,0.0,2,11,-10.0,2035.0,SMF,2358.0,0,323,0.0,1,0.0,IAD,0.0,N509JB,4.0,17.0,B6,0.0,2005
11003,68.0,56.0,-9.0,1806.0,1815,1645,90.0,,0,0.0,6,15,13.0,1658.0,CLT,321.0,0,1440,0.0,1,0.0,IAD,0.0,N623BR,1.0,10.0,DH,0.0,2005
11015,334.0,312.0,-18.0,2131.0,2149,1900,349.0,,0,0.0,5,28,-3.0,1857.0,SMF,2358.0,0,189,0.0,1,0.0,IAD,0.0,N812UA,5.0,17.0,UA,0.0,2005
11056,101.0,77.0,7.0,1111.0,1104,930,94.0,,0,0.0,3,12,0.0,930.0,CVG,388.0,0,5387,0.0,1,0.0,IAD,0.0,N924CA,4.0,20.0,OH,0.0,2005
11093,91.0,41.0,8.0,1011.0,1003,850,73.0,,0,0.0,6,15,-10.0,840.0,EWR,213.0,0,1005,0.0,1,0.0,IAD,0.0,N633BR,12.0,38.0,DH,0.0,2005
11272,123.0,101.0,-5.0,1538.0,1543,1437,126.0,,0,0.0,4,6,-2.0,1435.0,ORD,589.0,0,4204,0.0,1,0.0,IAD,0.0,N691AE,5.0,17.0,MQ,0.0,2005
11305,72.0,35.0,22.0,2125.0,2103,1945,78.0,,0,22.0,3,19,28.0,2013.0,PIT,183.0,0,1274,0.0,1,0.0,IAD,0.0,N668BR,7.0,30.0,DH,0.0,2005
11360,83.0,46.0,1.0,1008.0,1007,850,77.0,,0,0.0,1,31,-5.0,845.0,JFK,228.0,0,1074,0.0,1,0.0,IAD,0.0,N636BR,7.0,29.0,DH,0.0,2005
11440,116.0,77.0,-3.0,1039.0,1042,850,112.0,,0,0.0,3,12,-7.0,843.0,IND,476.0,0,1589,0.0,1,0.0,IAD,0.0,N674BR,6.0,32.0,DH,0.0,2005
11507,125.0,109.0,1.0,2400.0,2359,2135,144.0,,0,0.0,7,9,20.0,2155.0,TPA,810.0,0,20,0.0,1,0.0,IAD,0.0,N805BR,5.0,10.0,DH,0.0,2005
11632,70.0,47.0,-16.0,1404.0,1420,1300,80.0,,0,0.0,4,27,-6.0,1254.0,JFK,228.0,0,1084,0.0,1,0.0,IAD,0.0,N674BR,6.0,17.0,DH,0.0,2005
11693,,,,,1227,1055,92.0,A,1,0.0,7,30,,,BOS,413.0,0,1123,0.0,1,0.0,IAD,0.0,N662BR,0.0,0.0,DH,0.0,2005
11775,114.0,94.0,49.0,2052.0,2003,1810,113.0,,0,0.0,1,31,48.0,1858.0,ATL,533.0,0,61,0.0,1,49.0,IAD,0.0,N948AT,7.0,13.0,FL,0.0,2005
11827,66.0,39.0,-36.0,1808.0,1844,1705,99.0,,0,0.0,5,7,-3.0,1702.0,EWR,213.0,0,1025,0.0,1,0.0,IAD,0.0,N685BR,6.0,21.0,DH,0.0,2005
11867,131.0,109.0,-9.0,2350.0,2359,2135,144.0,,0,0.0,3,5,4.0,2139.0,TPA,810.0,0,20,0.0,1,0.0,IAD,0.0,N804BR,4.0,17.0,DH,0.0,2005
11991,65.0,41.0,12.0,1842.0,1830,1720,70.0,,0,0.0,1,3,17.0,1737.0,GSO,239.0,0,1787,0.0,1,0.0,IAD,0.0,N685BR,3.0,20.0,DH,0.0,2005
12111,117.0,98.0,0.0,2259.0,2259,2045,134.0,,0,0.0,1,3,17.0,2102.0,MCO,758.0,0,5,0.0,1,0.0,IAD,0.0,N805BR,3.0,16.0,DH,0.0,2005
12112,76.0,62.0,-20.0,1150.0,1210,1045,85.0,,0,0.0,3,12,-11.0,1034.0,CLT,321.0,0,1437,0.0,1,0.0,IAD,0.0,N672BR,2.0,12.0,DH,0.0,2005
12131,114.0,86.0,10.0,1811.0,1801,1622,99.0,,0,0.0,5,21,-5.0,1617.0,DTW,383.0,0,1409,0.0,1,0.0,IAD,0.0,N764NC,11.0,17.0,NW,0.0,2005
12177,319.0,300.0,-25.0,1456.0,1521,1230,351.0,,0,0.0,3,5,7.0,1237.0,SEA,2306.0,0,221,0.0,1,0.0,IAD,0.0,N815UA,5.0,14.0,UA,0.0,2005
12227,83.0,62.0,-10.0,1217.0,1227,1055,92.0,,0,0.0,6,29,-1.0,1054.0,BOS,413.0,0,1123,0.0,1,0.0,IAD,0.0,N692BR,6.0,14.0,DH,0.0,2005
12251,88.0,58.0,2.0,1913.0,1911,1745,86.0,,0,0.0,1,24,0.0,1745.0,CAE,401.0,0,1999,0.0,1,0.0,IAD,0.0,N654BR,8.0,22.0,DH,0.0,2005
12262,125.0,92.0,17.0,2306.0,2249,2145,124.0,,0,0.0,6,22,16.0,2201.0,ORD,589.0,0,363,0.0,1,1.0,IAD,0.0,N320UA,6.0,27.0,UA,16.0,2005
12302,89.0,67.0,5.0,907.0,902,730,92.0,,0,0.0,2,11,8.0,738.0,MHT,418.0,0,1865,0.0,1,0.0,IAD,0.0,N635BR,5.0,16.0,DH,0.0,2005
12340,88.0,59.0,-3.0,822.0,825,700,85.0,,0,0.0,6,8,-6.0,654.0,CLT,321.0,0,1435,0.0,1,0.0,IAD,0.0,N638BR,6.0,23.0,DH,0.0,2005
12373,85.0,61.0,-8.0,1302.0,1310,1145,85.0,,0,0.0,7,16,-8.0,1137.0,SWF,251.0,0,1918,0.0,1,0.0,IAD,0.0,N668BR,4.0,20.0,DH,0.0,2005
12475,64.0,39.0,-10.0,1249.0,1259,1150,69.0,,0,0.0,6,1,-5.0,1145.0,EWR,213.0,0,3426,0.0,1,0.0,IAD,0.0,N15986,8.0,17.0,XE,0.0,2005
12573,78.0,52.0,33.0,1658.0,1625,1500,85.0,,0,0.0,3,19,40.0,1540.0,JFK,228.0,0,1088,33.0,1,0.0,IAD,0.0,N620BR,6.0,20.0,DH,0.0,2005
12672,62.0,40.0,-10.0,1313.0,1323,1215,68.0,,0,0.0,4,27,-4.0,1211.0,RDU,224.0,0,1050,0.0,1,0.0,IAD,0.0,N701BR,3.0,18.0,DH,0.0,2005
12753,112.0,94.0,-11.0,2222.0,2233,2135,118.0,,0,0.0,5,28,-5.0,2130.0,ORD,589.0,0,1178,0.0,1,0.0,IAD,0.0,N682BR,6.0,12.0,DH,0.0,2005
12798,80.0,67.0,-20.0,1540.0,1600,1425,95.0,,0,0.0,1,3,-5.0,1420.0,PWM,494.0,0,1263,0.0,1,0.0,IAD,0.0,N663BR,2.0,10.0,DH,0.0,2005
12813,,,,,2359,2135,144.0,B,1,0.0,3,12,,,TPA,810.0,0,20,0.0,1,0.0,IAD,0.0,N805BR,0.0,0.0,DH,0.0,2005
12867,150.0,105.0,18.0,1729.0,1711,1559,132.0,,0,0.0,1,24,0.0,1559.0,ORD,589.0,0,269,0.0,1,18.0,IAD,0.0,N806UA,19.0,26.0,UA,0.0,2005
12869,,,,,1943,1835,68.0,A,1,0.0,6,8,,,PIT,183.0,0,1226,0.0,1,0.0,IAD,0.0,N621BR,0.0,0.0,DH,0.0,2005
12873,346.0,311.0,7.0,2017.0,2010,1726,344.0,,0,0.0,5,28,5.0,1731.0,LAX,2288.0,0,362,0.0,1,0.0,IAD,0.0,N831AW,7.0,28.0,HP,0.0,2005
12938,78.0,53.0,-3.0,2152.0,2155,2040,75.0,,0,0.0,1,17,-6.0,2034.0,BUF,284.0,0,1298,0.0,1,0.0,IAD,0.0,N706BR,4.0,21.0,DH,0.0,2005
12958,247.0,209.0,11.0,1045.0,1034,840,234.0,,0,0.0,5,7,-2.0,838.0,DEN,1452.0,0,301,0.0,1,0.0,IAD,0.0,N778UA,22.0,16.0,UA,0.0,2005
13063,295.0,273.0,-8.0,1950.0,1958,1655,303.0,,0,0.0,4,20,0.0,1655.0,PHX,1956.0,0,233,0.0,1,0.0,IAD,0.0,N425UA,5.0,17.0,UA,0.0,2005
13110,66.0,49.0,0.0,1625.0,1625,1500,85.0,,0,0.0,6,15,19.0,1519.0,JFK,228.0,0,1088,0.0,1,0.0,IAD,0.0,N691BR,6.0,11.0,DH,0.0,2005
13138,70.0,51.0,-23.0,2232.0,2255,2130,85.0,,0,0.0,2,4,-8.0,2122.0,HPN,247.0,0,1750,0.0,1,0.0,IAD,0.0,N667BR,2.0,17.0,DH,0.0,2005
13156,150.0,132.0,126.0,1711.0,1505,1221,164.0,,0,28.0,6,29,140.0,1441.0,FLL,901.0,0,1547,98.0,1,0.0,IAD,0.0,N850UA,4.0,14.0,UA,0.0,2005
13177,83.0,62.0,7.0,1119.0,1112,940,92.0,,0,0.0,5,14,16.0,956.0,BTV,442.0,0,1401,0.0,1,0.0,IAD,0.0,N674BR,3.0,17.0,DH,0.0,2005
13211,91.0,69.0,-7.0,1018.0,1025,850,95.0,,0,0.0,2,11,-3.0,847.0,PWM,494.0,0,1261,0.0,1,0.0,IAD,0.0,N649BR,2.0,20.0,DH,0.0,2005
13278,149.0,131.0,37.0,2223.0,2146,1906,160.0,,0,23.0,6,29,48.0,1954.0,MIA,921.0,0,2267,0.0,1,0.0,IAD,0.0,N474AA,7.0,11.0,AA,14.0,2005
13291,115.0,82.0,-3.0,1256.0,1259,1105,114.0,,0,0.0,6,29,-4.0,1101.0,ATL,533.0,0,1198,0.0,1,0.0,IAD,0.0,N694BR,17.0,16.0,DH,0.0,2005
13298,82.0,48.0,37.0,1621.0,1544,1420,84.0,,0,0.0,4,6,39.0,1459.0,ALB,325.0,0,1567,37.0,1,0.0,IAD,0.0,N694BR,5.0,29.0,DH,0.0,2005
13312,77.0,52.0,91.0,1654.0,1523,1355,88.0,,0,0.0,3,19,102.0,1537.0,SYR,296.0,0,1554,91.0,1,0.0,IAD,0.0,N675BR,4.0,20.0,DH,0.0,2005
13320,93.0,72.0,-11.0,1410.0,1421,1242,99.0,,0,0.0,2,4,-5.0,1237.0,DTW,383.0,0,1407,0.0,1,0.0,IAD,0.0,N1332U,10.0,11.0,NW,0.0,2005
13345,152.0,113.0,29.0,1910.0,1841,1730,131.0,,0,8.0,1,24,8.0,1738.0,ORD,589.0,0,309,0.0,1,21.0,IAD,0.0,N655UA,13.0,26.0,UA,0.0,2005
13378,89.0,54.0,-8.0,822.0,830,705,85.0,,0,0.0,6,8,-12.0,653.0,HPN,247.0,0,1746,0.0,1,0.0,IAD,0.0,N691BR,8.0,26.0,DH,0.0,2005
